customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,CustomerLifetimeValue,ServiceCount,IsFamilyCustomer,IsDigitalCustomer,ContractRiskScore,TenureBucket,cluster,segment
C1005065,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,82.94,2857.43,Yes,84.04,2819.96,4,0,1,2,25-48m,3,Budget Customers
C1005066,Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,63.08,4095.46,No,63.01,4100.2,2,1,0,3,49m+,4,Loyal Premium Customers
C1005067,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.05,147.99,No,16.44,162.45,2,1,0,3,7-24m,0,Budget Customers
C1005068,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),75.59,825.5,Yes,75.05,831.49,3,0,1,1,7-24m,2,Budget Customers
C1005069,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,73.08,3473.01,No,75.5,3361.68,3,0,0,1,25-48m,3,Budget Customers
C1005070,Female,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.23,1296.83,No,20.92,1378.26,1,0,0,2,49m+,0,Budget Customers
C1005071,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.05,67.39,Yes,67.39,67.05,4,0,0,3,0-6m,1,High-Risk Customers
C1005072,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),62.22,3206.62,No,62.87,3173.22,1,1,0,3,49m+,4,Loyal Premium Customers
C1005073,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.13,1772.02,No,25.31,1759.1,2,1,1,2,49m+,0,Budget Customers
C1005074,Male,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.97,2389.52,No,58.28,2376.77,3,1,0,3,25-48m,4,Loyal Premium Customers
C1005075,Male,0,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.74,1389.5,Yes,23.16,1364.4,0,1,1,2,49m+,0,Budget Customers
C1005076,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,67.2,1299.85,No,68.41,1276.8,5,1,0,2,7-24m,2,Budget Customers
C1005077,Male,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.3,1228.42,No,21.18,1235.4,0,1,0,2,49m+,0,Budget Customers
C1005078,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.83,2097.79,Yes,63.57,2073.39,1,1,0,3,25-48m,1,High-Risk Customers
C1005079,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.27,1625.82,Yes,77.42,1622.67,3,0,0,3,7-24m,1,High-Risk Customers
C1005080,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,84.57,1193.15,No,85.22,1183.98,4,1,1,2,7-24m,2,Budget Customers
C1005081,Female,1,No,No,62,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.6,3852.85,No,62.14,3881.2,3,0,1,3,49m+,4,Loyal Premium Customers
C1005082,Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,69.77,3607.66,No,69.38,3628.04,7,0,0,1,49m+,3,Budget Customers
C1005083,Male,0,No,No,57,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.06,4091.04,No,71.77,4107.42,1,0,1,3,49m+,4,Loyal Premium Customers
C1005084,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.68,927.66,No,18.19,952.68,2,1,1,1,49m+,0,Budget Customers
C1005085,Male,0,No,Yes,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),55.44,964.56,No,53.59,997.92,3,1,1,1,7-24m,2,Budget Customers
C1005086,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,81.42,1085.14,No,83.47,1058.46,3,0,1,2,7-24m,2,Budget Customers
C1005087,Male,0,No,No,47,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,56.03,2611.93,No,55.57,2633.41,1,0,0,1,25-48m,3,Budget Customers
C1005088,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.66,1472.42,No,81.8,1505.88,5,1,0,3,7-24m,1,High-Risk Customers
C1005089,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.61,3183.35,No,67.73,3177.67,1,1,0,3,25-48m,4,Loyal Premium Customers
C1005090,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),85.36,5521.11,No,84.94,5548.4,4,1,0,3,49m+,4,Loyal Premium Customers
C1005091,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,87.64,4750.47,No,87.97,4732.56,5,1,0,1,49m+,3,Budget Customers
C1005092,Male,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,62.7,2141.24,Yes,62.98,2131.8,4,0,0,2,25-48m,2,Budget Customers
C1005093,Female,0,No,No,66,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.13,4377.69,No,66.33,4364.58,6,0,0,1,49m+,3,Budget Customers
C1005094,Male,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,92.0,3652.96,No,91.32,3680.0,6,1,0,1,25-48m,3,Budget Customers
C1005095,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,86.43,2922.96,No,85.97,2938.62,4,0,0,3,25-48m,4,Loyal Premium Customers
C1005096,Female,0,No,No,69,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,58.46,4049.07,No,58.68,4033.74,3,0,1,1,49m+,3,Budget Customers
C1005097,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.02,1560.47,No,65.02,1608.48,4,0,0,3,7-24m,1,High-Risk Customers
C1005098,Female,1,No,No,15,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),64.58,978.75,No,65.25,968.7,2,0,0,1,7-24m,2,Budget Customers
C1005099,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.04,661.03,No,66.1,660.4,4,1,1,3,7-24m,1,High-Risk Customers
C1005100,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,78.66,3578.06,No,79.51,3539.7,3,1,0,3,25-48m,4,Loyal Premium Customers
C1005101,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,627.29,No,16.95,675.25,2,1,0,3,25-48m,0,Budget Customers
C1005102,Male,0,No,No,56,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),61.73,3441.85,No,61.46,3456.88,3,0,1,1,49m+,3,Budget Customers
C1005103,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,64.43,648.13,Yes,64.81,644.3,4,1,1,2,7-24m,2,Budget Customers
C1005104,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.69,1618.28,Yes,70.36,1579.87,2,1,0,3,7-24m,1,High-Risk Customers
C1005105,Female,1,No,No,8,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.8,637.36,No,79.67,614.4,0,0,0,3,7-24m,1,High-Risk Customers
C1005106,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,87.61,1908.22,No,86.74,1927.42,4,1,0,1,7-24m,2,Budget Customers
C1005107,Female,1,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.46,5007.73,Yes,71.54,5002.2,2,0,0,3,49m+,4,Loyal Premium Customers
C1005108,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.22,4330.91,No,66.63,4304.3,4,0,1,1,49m+,3,Budget Customers
C1005109,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,672.78,No,18.69,648.0,1,1,0,2,25-48m,0,Budget Customers
C1005110,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.54,593.06,No,84.72,556.78,4,1,1,3,7-24m,1,High-Risk Customers
C1005111,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,85.11,6094.89,No,84.65,6127.92,4,0,1,2,49m+,3,Budget Customers
C1005112,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),98.42,1139.32,No,103.57,1082.62,6,1,0,1,7-24m,2,Budget Customers
C1005113,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.37,136.35,Yes,19.48,163.59,2,0,1,3,7-24m,0,Budget Customers
C1005114,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,528.92,No,18.24,522.0,2,1,0,1,25-48m,0,Budget Customers
C1005115,Male,0,No,No,68,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.52,4234.56,No,62.27,4251.36,3,0,1,3,49m+,4,Loyal Premium Customers
C1005116,Male,0,Yes,No,58,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,67.25,3898.49,No,67.22,3900.5,6,1,1,2,49m+,3,Budget Customers
C1005117,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,61.18,1580.92,No,60.8,1590.68,3,1,0,2,25-48m,2,Budget Customers
C1005118,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,645.53,No,19.56,594.0,1,1,1,3,25-48m,0,Budget Customers
C1005119,Male,1,Yes,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.03,234.79,No,58.7,272.12,4,1,0,3,0-6m,1,High-Risk Customers
C1005120,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,81.75,1499.05,No,78.9,1553.25,4,1,0,1,7-24m,2,Budget Customers
C1005121,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.39,3443.85,Yes,71.75,3474.72,1,0,1,3,25-48m,4,Loyal Premium Customers
C1005122,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,74.66,2208.78,No,73.63,2239.8,2,1,0,2,25-48m,2,Budget Customers
C1005123,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.49,5588.41,No,78.71,5572.79,2,1,1,3,49m+,4,Loyal Premium Customers
C1005124,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,75.47,2409.28,No,75.29,2415.04,3,1,0,1,25-48m,2,Budget Customers
C1005125,Female,0,Yes,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),61.23,3745.45,No,61.4,3735.03,3,1,0,1,49m+,3,Budget Customers
C1005126,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,57.34,3047.4,No,57.5,3039.02,4,1,0,3,49m+,4,Loyal Premium Customers
C1005127,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.59,2031.9,No,54.92,2056.83,3,1,0,3,25-48m,1,High-Risk Customers
C1005128,Female,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1113.52,No,17.67,1134.0,0,1,1,3,49m+,0,Budget Customers
C1005129,Female,1,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.21,1428.48,No,22.67,1462.23,2,1,1,3,49m+,0,Budget Customers
C1005130,Male,1,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.5,676.66,No,29.42,655.5,2,1,0,3,7-24m,0,Budget Customers
C1005131,Male,0,No,Yes,20,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1073.48,No,53.67,1113.0,1,1,1,3,7-24m,1,High-Risk Customers
C1005132,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.9,2941.21,No,57.67,3003.9,3,1,0,3,49m+,4,Loyal Premium Customers
C1005133,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,81.85,58.62,Yes,58.62,81.85,4,0,0,3,0-6m,1,High-Risk Customers
C1005134,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,57.8,2990.85,No,58.64,2947.8,2,1,0,2,49m+,3,Budget Customers
C1005135,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.62,643.32,No,20.75,670.22,1,0,1,3,25-48m,0,Budget Customers
C1005136,Male,0,No,No,55,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.42,4801.34,No,87.3,4808.1,3,0,1,1,49m+,3,Budget Customers
C1005137,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.78,161.43,No,17.94,196.02,0,1,0,3,7-24m,0,Budget Customers
C1005138,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.12,780.48,No,19.04,824.92,2,0,1,3,25-48m,0,Budget Customers
C1005139,Female,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),94.12,3643.44,No,93.42,3670.68,6,0,0,3,25-48m,4,Loyal Premium Customers
C1005140,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,63.03,76.86,No,76.86,63.03,5,1,0,2,0-6m,2,Budget Customers
C1005141,Male,1,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.28,944.29,No,24.85,998.64,1,1,1,1,25-48m,0,Budget Customers
C1005142,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,85.74,4076.32,No,86.73,4029.78,5,0,0,2,25-48m,3,Budget Customers
C1005143,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.12,502.78,No,17.34,554.48,1,1,0,2,25-48m,0,Budget Customers
C1005144,Female,0,Yes,No,44,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,70.24,3065.07,Yes,69.66,3090.56,3,1,0,3,25-48m,4,Loyal Premium Customers
C1005145,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),87.61,1979.89,No,86.08,2015.03,5,0,0,1,7-24m,2,Budget Customers
C1005146,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.75,3622.79,Yes,82.34,3641.0,4,1,1,3,25-48m,4,Loyal Premium Customers
C1005147,Female,1,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,66.18,1172.31,Yes,68.96,1125.06,4,1,0,3,7-24m,1,High-Risk Customers
C1005148,Male,0,No,No,20,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,81.37,1615.78,No,80.79,1627.4,1,0,0,2,7-24m,2,Budget Customers
C1005149,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,63.39,301.65,No,60.33,316.95,5,0,1,1,0-6m,2,Budget Customers
C1005150,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,82.7,596.49,No,85.21,578.9,5,1,0,1,7-24m,2,Budget Customers
C1005151,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.51,659.23,No,73.25,688.59,4,1,1,3,7-24m,1,High-Risk Customers
C1005152,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.86,792.19,Yes,60.94,791.18,3,0,0,3,7-24m,1,High-Risk Customers
C1005153,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,82.18,4315.58,No,82.99,4273.36,3,0,1,1,49m+,3,Budget Customers
C1005154,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),56.63,869.35,No,57.96,849.45,3,0,0,1,7-24m,2,Budget Customers
C1005155,Female,0,No,No,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),77.89,1956.17,No,78.25,1947.25,1,0,0,2,25-48m,2,Budget Customers
C1005156,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.37,684.15,No,57.01,676.44,3,1,0,3,7-24m,1,High-Risk Customers
C1005157,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.41,2394.33,No,79.81,2412.3,2,0,0,3,25-48m,1,High-Risk Customers
C1005158,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.98,1438.14,No,84.6,1478.66,3,0,1,3,7-24m,1,High-Risk Customers
C1005159,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,451.37,Yes,18.81,432.0,1,0,1,3,7-24m,0,Budget Customers
C1005160,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),77.95,386.85,No,77.37,389.75,4,1,0,3,0-6m,1,High-Risk Customers
C1005161,Male,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,80.5,2917.79,No,81.05,2898.0,4,1,0,2,25-48m,3,Budget Customers
C1005162,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,74.24,1458.31,No,76.75,1410.56,2,1,1,1,7-24m,2,Budget Customers
C1005163,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,72.14,3432.63,Yes,73.03,3390.58,4,1,0,2,25-48m,3,Budget Customers
C1005164,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.78,5095.73,No,70.77,5096.16,1,1,0,3,49m+,4,Loyal Premium Customers
C1005165,Male,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.32,2922.09,No,83.49,2916.2,2,1,0,3,25-48m,4,Loyal Premium Customers
C1005166,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,77.9,2851.03,No,77.05,2882.3,2,0,0,2,25-48m,3,Budget Customers
C1005167,Male,0,Yes,No,60,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,83.43,4984.8,No,83.08,5005.8,2,1,0,2,49m+,3,Budget Customers
C1005168,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.1,513.84,No,20.55,527.5,1,0,0,1,25-48m,0,Budget Customers
C1005169,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,61.99,630.91,No,63.09,619.9,4,0,0,3,7-24m,1,High-Risk Customers
C1005170,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),58.82,3049.05,No,58.64,3058.64,3,1,0,1,49m+,3,Budget Customers
C1005171,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,88.38,4159.08,No,88.49,4153.86,6,1,0,1,25-48m,3,Budget Customers
C1005172,Female,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,77.35,2620.05,No,77.06,2629.9,2,1,0,2,25-48m,2,Budget Customers
C1005173,Male,0,Yes,Yes,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,63.7,1760.44,No,62.87,1783.6,4,1,1,1,25-48m,2,Budget Customers
C1005174,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,66.35,150.55,No,75.28,132.7,4,0,1,2,0-6m,2,Budget Customers
C1005175,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.82,800.81,No,20.02,792.8,2,1,0,3,25-48m,0,Budget Customers
C1005176,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.38,2489.55,No,63.83,2510.82,4,0,1,3,25-48m,4,Loyal Premium Customers
C1005177,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.98,2636.81,No,71.27,2626.26,4,0,0,3,25-48m,4,Loyal Premium Customers
C1005178,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.15,1176.34,No,53.47,1191.3,5,0,0,3,7-24m,1,High-Risk Customers
C1005179,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.72,727.02,No,66.09,700.92,4,1,1,3,7-24m,1,High-Risk Customers
C1005180,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.74,2249.85,No,54.87,2203.34,4,1,0,3,25-48m,1,High-Risk Customers
C1005181,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),57.02,2550.45,No,56.68,2565.9,1,0,0,2,25-48m,0,Budget Customers
C1005182,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.3,1055.47,Yes,87.96,1047.6,3,0,0,3,7-24m,1,High-Risk Customers
C1005183,Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.81,461.59,Yes,57.7,446.48,1,0,1,3,7-24m,1,High-Risk Customers
C1005184,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,77.68,2714.43,No,77.56,2718.8,3,1,0,1,25-48m,3,Budget Customers
C1005185,Female,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.42,125.72,No,41.91,151.26,1,1,1,3,0-6m,1,High-Risk Customers
C1005186,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,254.63,Yes,18.19,252.0,1,1,1,3,7-24m,0,Budget Customers
C1005187,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),59.27,2745.61,Yes,59.69,2726.42,4,1,1,2,25-48m,3,Budget Customers
C1005188,Female,0,No,No,21,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),51.68,1039.91,No,49.52,1085.28,3,0,0,1,7-24m,2,Budget Customers
C1005189,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.14,2669.06,No,80.88,2677.62,3,1,1,3,25-48m,1,High-Risk Customers
C1005190,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.9,975.25,No,19.5,945.0,1,1,0,3,49m+,0,Budget Customers
C1005191,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.23,966.85,Yes,80.57,938.76,3,1,1,3,7-24m,1,High-Risk Customers
C1005192,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.57,1345.34,Yes,84.08,1385.12,4,1,1,3,7-24m,1,High-Risk Customers
C1005193,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.27,357.89,No,17.04,404.67,1,0,0,3,7-24m,0,Budget Customers
