customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1005407,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),49.93,2682.38,No
C1005408,Female,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,68.8,3660.91,No
C1005409,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,87.23,1568.8,No
C1005410,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),87.41,3120.36,No
C1005411,Male,1,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.88,1377.59,No
C1005412,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.89,4484.76,No
C1005413,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),64.79,4269.89,No
C1005414,Male,0,No,No,56,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.25,2547.02,No
C1005415,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,114.69,No
C1005416,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,52.62,746.49,Yes
C1005417,Male,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.78,358.51,No
C1005418,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.44,190.01,Yes
C1005419,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.95,3934.12,No
C1005420,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.81,4072.07,No
C1005421,Female,0,No,Yes,66,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,57.3,3737.04,No
C1005422,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,50.42,1161.22,No
C1005423,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),70.74,5051.8,No
C1005424,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,1166.07,No
C1005425,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.43,507.45,No
C1005426,Female,0,No,No,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,56.24,3540.55,No
C1005427,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,79.67,592.45,No
C1005428,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.05,2908.53,No
C1005429,Female,0,No,No,13,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,64.6,815.76,No
C1005430,Female,0,No,Yes,42,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.08,2397.02,No
C1005431,Male,1,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),56.25,65.3,No
C1005432,Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,82.99,5065.18,Yes
C1005433,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),75.99,2560.72,Yes
C1005434,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,79.5,5043.99,Yes
C1005435,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,76.4,2341.94,No
C1005436,Male,0,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,708.56,Yes
C1005437,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.55,3870.2,No
C1005438,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),61.48,4299.42,No
C1005439,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,474.59,No
C1005440,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.89,2759.47,Yes
C1005441,Female,0,No,No,23,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,89.42,1999.91,No
C1005442,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),55.23,193.84,No
C1005443,Female,0,No,No,63,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.07,3746.96,No
C1005444,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.14,3325.13,Yes
C1005445,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,415.97,No
C1005446,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,79.54,4455.96,No
C1005447,Male,0,No,No,59,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,55.02,3206.0,No
C1005448,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,84.67,5958.78,No
C1005449,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.04,2574.21,No
C1005450,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,49.71,296.25,No
C1005451,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.54,677.5,No
C1005452,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,77.96,2493.89,No
C1005453,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,75.78,1130.84,No
C1005454,Male,0,No,No,42,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.23,2422.96,No
C1005455,Male,1,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.98,1702.23,No
C1005456,Male,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),79.63,5086.32,No
C1005457,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,81.47,276.08,Yes
C1005458,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.49,4533.24,No
C1005459,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.51,3337.02,No
C1005460,Female,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,78.9,1265.89,Yes
C1005461,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.46,2009.77,No
C1005462,Female,0,No,No,62,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),58.55,3660.34,No
C1005463,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.22,2341.25,Yes
C1005464,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.02,3841.31,Yes
C1005465,Female,1,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,81.23,3013.5,Yes
C1005466,Male,0,No,Yes,65,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,66.28,4360.03,No
C1005467,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.85,889.07,No
C1005468,Female,1,Yes,No,60,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,58.74,3525.88,No
C1005469,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.1,1468.52,No
C1005470,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.67,196.41,No
C1005471,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),65.92,3983.63,No
C1005472,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.66,4242.43,No
C1005473,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),74.45,156.0,Yes
C1005474,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,51.8,1701.08,No
C1005475,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.94,346.06,No
C1005476,Male,1,No,Yes,71,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),65.83,4670.67,No
C1005477,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),92.04,2273.11,No
C1005478,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.5,941.5,No
C1005479,Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.43,282.76,No
C1005480,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,83.33,4747.51,No
C1005481,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.64,318.2,Yes
C1005482,Male,0,Yes,No,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.82,1191.25,No
C1005483,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,64.41,2617.49,No
C1005484,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),73.26,180.61,No
C1005485,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.13,980.55,No
C1005486,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.1,5271.29,Yes
C1005487,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.29,2156.94,No
C1005488,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,98.87,2150.26,Yes
C1005489,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.08,4709.05,No
C1005490,Male,1,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.91,319.2,Yes
C1005491,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,88.64,1695.92,No
C1005492,Male,1,No,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),76.16,4733.1,No
C1005493,Male,1,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,76.37,4134.3,No
C1005494,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),60.62,1861.84,No
C1005495,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.51,6195.56,No
C1005496,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.79,2703.46,Yes
C1005497,Male,0,No,No,54,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,70.56,3793.4,No
C1005498,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.85,1710.25,No
C1005499,Male,1,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.31,729.09,No
C1005500,Female,1,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,596.55,Yes
C1005501,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.08,3670.09,No
C1005502,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),61.37,283.09,No
C1005503,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.29,562.0,No
C1005504,Female,0,Yes,No,50,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.27,4430.13,No
C1005505,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.47,591.39,No
C1005506,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,77.31,3996.79,No
C1005507,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,79.32,2300.48,Yes
C1005508,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.64,786.01,Yes
C1005509,Female,1,No,Yes,10,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.14,576.01,No
C1005510,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),75.22,2882.09,No
C1005511,Female,1,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.66,249.88,Yes
C1005512,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,73.69,1896.2,No
C1005513,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,57.46,2124.64,No
C1005514,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,85.6,254.26,No
C1005515,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,64.84,1972.9,No
C1005516,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.76,425.3,No
C1005517,Female,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,62.99,1352.08,No
C1005518,Female,0,No,No,66,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.16,3742.24,No
C1005519,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.08,6200.36,No
C1005520,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,81.45,1730.77,No
C1005521,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.08,5659.94,No
C1005522,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.9,1410.02,No
C1005523,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.43,541.77,No
C1005524,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,76.99,5191.16,No
C1005525,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72.15,501.37,No
C1005526,Female,1,No,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.91,1422.91,Yes
C1005527,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,72.05,4199.66,No
C1005528,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.55,6015.87,No
C1005529,Male,0,No,Yes,69,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,82.89,5751.13,No
C1005530,Female,1,Yes,Yes,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,57.91,3741.47,No
C1005531,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,66.31,4622.56,No
C1005532,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.88,2062.08,Yes
C1005533,Male,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.31,1690.22,No
C1005534,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.77,2120.4,No
C1005535,Female,1,No,No,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.23,581.87,No
C1005536,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),75.95,788.6,No
C1005537,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.41,1469.09,No
C1005538,Female,1,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.35,668.89,Yes
C1005539,Female,1,No,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),59.59,2632.41,No
C1005540,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.47,1266.96,Yes
C1005541,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,60.2,2898.44,No
C1005542,Male,0,No,Yes,34,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,62.98,2149.61,No
C1005543,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.71,204.65,No
C1005544,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.74,2460.8,Yes
C1005545,Female,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,85.5,4516.75,No
C1005546,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.99,1262.41,Yes
C1005547,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,55.74,1161.93,No
C1005548,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.2,629.18,No
C1005549,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.84,1072.02,No
C1005550,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,90.69,2765.27,No
C1005551,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.47,112.57,No
C1005552,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.24,96.93,No
C1005553,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.82,1950.89,No
C1005554,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,52.7,1024.96,No
C1005555,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),65.74,514.71,No
C1005556,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.46,4363.79,No
C1005557,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,96.92,3225.61,No
C1005558,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.1,3915.95,No
C1005559,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.6,0.0,No
C1005560,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.07,2043.36,No
C1005561,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.39,2795.66,No
C1005562,Female,0,Yes,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.93,2048.84,No
C1005563,Male,0,Yes,No,70,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,56.11,3879.96,No
C1005564,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,639.74,No
C1005565,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),78.14,2682.37,No
C1005566,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.26,1878.1,Yes
C1005567,Male,0,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.81,2084.16,Yes
C1005568,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.47,2368.12,Yes
C1005569,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.31,1025.66,Yes
C1005570,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,1337.11,No
C1005571,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.67,55.41,No
C1005572,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,261.25,No
C1005573,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),62.33,1823.15,No
C1005574,Female,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.98,1924.35,No
C1005575,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,39.32,No
C1005576,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,91.64,3448.17,No
C1005577,Female,1,Yes,Yes,70,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,52.21,3652.88,No
C1005578,Male,0,No,Yes,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.01,503.8,No
C1005579,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.35,2259.26,Yes
C1005580,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.68,2040.88,No
C1005581,Female,0,Yes,No,23,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.23,1776.22,No
C1005582,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.83,2364.52,No
C1005583,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),63.63,1590.11,No
C1005584,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.82,910.24,Yes
C1005585,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.98,3324.66,No
C1005586,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.61,6482.01,No
C1005587,Female,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,62.54,1821.13,No
C1005588,Female,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.09,550.4,Yes
C1005589,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.55,961.26,Yes
